id,idade,genero,regiao,nivel_de_renda,nivel_de_educacao,funcao_diaria,H_uso_do_dispo_p_dia,desbloqueios_do_celular,notificacoes_p_dia,minutos_de_midias_sociais,minutos_de_estudo,dias_de_ativ_fisica,horas_de_sono,qualidade_do_sono,pontuacao_de_ansiedade,pontuacao_de_depressao,nivel_de_estresse,pontuacao_de_felicidade,pontuacao_de_foco,indicador_de_alto_risco,tipo_de_dispositivo,pontuacao_de_produtividade,pontuacao_de_dependencia_digital
1962,38,Masculino,Europa,Baixo,Ensino_medio,Funcionario_em_tmp_integral,7.25,113,169,2,108,4,9.14,1.07,4.0,8.0,4.98,6.7,63.0,0,Laptop,68.0,30.2
1963,29,Masculino,America_do_norte,Medio_alto,Bacharelado,Funcionario_em_tmp_integral,11.15,210,122,232,298,4,4.94,3.08,6.0,3.0,8.8,4.3,74.0,1,Laptop,70.0,45.6
1964,15,Masculino,Asia,Baixo,Ensino_medio,Estudante,16.31,316,270,300,0,1,3.0,1.0,21.0,21.0,10.0,0.0,41.6,1,Android,71.0,69.3
1965,25,Feminino,Africa,Medio_alto,Mestrado,Meio período/Turno,3.02,49,438,39,111,5,8.32,3.09,6.32,0.0,2.79,9.3,34.0,0,Tablet,71.0,20.3
1966,19,Masculino,America_do_norte,Baixo,Bacharelado,Estudante,5.93,127,477,109,127,5,7.76,3.22,4.0,8.0,1.0,8.7,27.0,0,iPhone,66.0,34.4
1967,18,Masculino,Africa,Baixo,Bacharelado,Estudante,3.1,100,74,30,0,5,9.26,4.18,4.0,8.0,8.79,0.0,63.0,0,iPhone,63.0,15.1
1968,32,Feminino,America_do_norte,Medio_alto,Mestrado,Funcionario_em_tmp_integral,4.3,58,86,87,63,5,8.61,3.18,3.53,5.0,9.92,0.1,67.0,0,Android,63.0,16.0
1969,18,Masculino,Europa,Baixo,Ensino_medio,Desempregado_a_procura_de_emprego,11.88,145,193,103,144,3,6.1,1.03,11.0,11.0,5.0,3.7,74.0,0,Laptop,63.0,36.7
1970,24,Masculino,Europa,Medio_alto,Bacharelado,Estudante,7.29,98,351,50,112,0,7.51,2.76,5.0,5.0,5.44,6.3,49.0,1,Laptop,76.0,32.1
1971,31,Masculino,America_do_norte,Medio_alto,Ensino_medio,Funcionario_em_tmp_integral,4.95,130,177,96,120,6,7.32,1.16,1.0,14.0,1.0,8.3,50.0,0,Tablet,71.0,25.6
1972,22,Feminino,America_do_sul,Alto,Bacharelado,Desempregado_a_procura_de_emprego,5.92,108,127,131,89,0,6.86,1.72,1.69,8.0,3.27,9.6,51.0,0,Android,36.0,25.0
1973,45,Masculino,Asia,Medio_baixo,Doutorado,Meio período/Turno,3.25,69,443,305,150,2,8.16,1.81,3.0,9.0,3.17,8.1,17.0,0,Laptop,72.0,24.5
1974,20,Feminino,Oriente_medio,Medio_alto,Bacharelado,Estudante,6.87,135,52,93,146,1,7.72,1.83,4.2,10.0,6.47,4.5,67.0,0,Android,67.0,26.6
1975,16,Feminino,Europa,Baixo,Ensino_medio,Meio período/Turno,4.62,127,342,152,112,2,7.94,2.88,7.44,11.0,1.0,9.0,42.0,0,iPhone,65.0,27.6
1976,23,Masculino,Oriente_medio,Alto,Bacharelado,Desempregado_a_procura_de_emprego,7.98,143,249,387,95,5,8.43,1.13,4.0,14.0,1.0,8.6,27.0,0,Android,61.0,35.3
1977,27,Masculino,Europa,Baixo,Mestrado,Desempregado_a_procura_de_emprego,9.75,189,1141,93,103,5,6.76,3.19,8.0,12.0,8.89,6.5,0.0,0,Android,76.0,66.1
1978,45,Feminino,Asia,Baixo,Bacharelado,Cuidador_Aux_servicos_domiciliares,8.83,185,440,116,212,5,6.35,3.11,11.49,10.0,6.83,7.9,24.0,0,Laptop,74.0,47.4
1979,35,Masculino,America_do_norte,Medio_alto,Bacharelado,Cuidador_Aux_servicos_domiciliares,4.14,79,1195,104,34,4,8.94,4.04,5.0,2.0,9.8,2.5,0.0,0,iPhone,57.0,46.2
1980,32,Feminino,America_do_sul,Medio_alto,Bacharelado,Funcionario_em_tmp_integral,5.7,132,191,60,34,7,8.2,4.29,6.78,5.0,9.7,3.0,55.0,0,iPhone,69.0,36.7
1981,23,Masculino,Asia,Medio_alto,Mestrado,Funcionario_em_tmp_integral,6.76,83,247,81,214,2,7.43,3.8,1.0,0.0,5.98,10.0,45.0,0,Tablet,65.3,36.7
1982,26,Masculino,America_do_sul,Alto,Doutorado,Meio período/Turno,8.72,185,291,184,118,4,6.08,1.04,7.0,14.0,1.0,8.5,56.0,0,iPhone,65.3,42.3
1983,18,Feminino,Europa,Baixo,Ensino_medio,Funcionario_em_tmp_integral,9.31,127,204,35,127,1,7.91,1.69,6.85,11.0,10.0,5.1,47.0,1,Android,59.0,35.6
1984,23,Masculino,America_do_sul,Baixo,Bacharelado,Meio período/Turno,3.04,42,178,34,106,2,6.95,4.86,7.0,0.0,2.12,8.1,74.0,0,Laptop,74.0,12.9
1985,14,Masculino,Africa,Baixo,Ensino_medio,Estudante,8.86,208,686,379,102,4,7.12,1.1,4.0,14.0,2.88,7.3,0.0,0,Laptop,75.0,52.9
1986,19,Masculino,Europa,Baixo,Ensino_medio,Desempregado_a_procura_de_emprego,14.02,355,122,156,0,6,6.15,1.23,4.0,19.0,9.79,2.7,55.0,1,Laptop,70.0,63.8
1987,26,Masculino,Oriente_medio,Medio_alto,Bacharelado,Estudante,2.88,65,268,172,23,2,9.11,3.86,9.0,0.0,4.08,7.7,47.0,0,Laptop,72.0,36.7
1988,25,Masculino,Europa,Medio_alto,Mestrado,Funcionario_em_tmp_integral,10.87,277,167,96,126,1,6.84,1.82,10.0,15.0,9.16,5.0,50.0,1,Laptop,70.0,51.4
1989,29,Feminino,America_do_norte,Alto,Ensino_medio,Funcionario_em_tmp_integral,7.18,169,123,563,102,2,6.17,4.84,6.99,8.0,1.17,4.7,32.0,0,iPhone,59.0,33.0
1990,32,Feminino,America_do_norte,Medio_alto,Bacharelado,Meio período/Turno,8.88,184,439,135,142,3,6.86,1.97,6.17,9.0,1.02,8.1,36.0,0,Android,69.0,46.4
1991,21,Masculino,Europa,Baixo,Bacharelado,Estudante,10.0,166,204,610,181,2,6.78,3.04,5.0,13.0,10.0,3.7,18.0,0,Laptop,73.0,40.4
1992,31,Masculino,Asia,Medio_alto,Mestrado,Funcionario_em_tmp_integral,5.14,118,111,61,141,7,8.44,4.38,2.0,3.0,1.0,9.0,80.0,0,iPhone,73.0,23.4
1993,31,Masculino,America_do_norte,Medio_baixo,Bacharelado,Meio período/Turno,8.51,155,72,54,119,4,6.84,3.06,4.0,4.0,9.97,0.0,79.0,0,Tablet,77.0,33.4
1994,15,Masculino,America_do_norte,Baixo,Ensino_medio,Estudante,12.36,151,255,137,182,6,5.51,1.22,10.0,19.0,6.69,6.0,50.0,0,Tablet,72.0,36.7
1995,42,Feminino,America_do_norte,Alto,Ensino_medio,Desempregado_a_procura_de_emprego,6.2,153,435,213,21,0,7.63,1.68,3.13,4.0,1.0,8.2,21.0,0,Laptop,69.0,38.2
1996,28,Feminino,America_do_norte,Baixo,Mestrado,Funcionario_em_tmp_integral,4.01,74,55,197,56,2,5.86,3.85,6.32,7.0,1.18,8.3,57.0,0,Android,76.0,15.1
1997,32,Feminino,America_do_norte,Medio_alto,Mestrado,Funcionario_em_tmp_integral,15.54,272,571,65,55,2,6.49,1.0,25.16,18.0,10.0,1.3,10.0,1,Tablet,65.0,73.1
1998,25,Feminino,Europa,Medio_alto,Bacharelado,Funcionario_em_tmp_integral,4.12,115,67,134,132,4,7.84,4.03,4.93,8.0,1.91,3.0,72.0,0,Android,56.0,19.5
1999,22,Feminino,America_do_sul,Baixo,Ensino_medio,Estudante,2.67,75,449,49,235,6,8.38,5.0,5.77,0.0,2.77,9.0,30.0,0,iPhone,65.3,21.9
2000,48,Masculino,Europa,Alto,Mestrado,Cuidador_Aux_servicos_domiciliares,4.04,61,126,273,0,7,7.11,3.37,3.0,0.0,3.66,9.3,29.0,1,Tablet,58.0,18.3
2001,43,Feminino,America_do_norte,Medio_alto,Mestrado,Desempregado_a_procura_de_emprego,6.07,63,382,207,64,1,7.62,2.83,4.64,9.0,3.32,7.6,42.0,0,iPhone,58.0,29.3
2002,24,Feminino,Asia,Baixo,Bacharelado,Funcionario_em_tmp_integral,7.56,171,279,342,193,4,6.77,4.06,5.72,7.0,8.94,7.7,25.0,0,iPhone,64.0,37.5
2003,21,Masculino,Europa,Medio_alto,Bacharelado,Funcionario_em_tmp_integral,12.73,199,440,104,0,1,4.8,1.73,16.0,14.0,9.18,9.8,44.0,1,Android,57.0,56.1
2004,23,Feminino,Europa,Baixo,Bacharelado,Estudante,6.2,136,96,69,217,6,8.61,3.25,6.78,3.0,9.68,0.0,92.0,0,Laptop,62.0,26.6
2005,18,Masculino,Oriente_medio,Baixo,Bacharelado,Meio período/Turno,7.45,142,353,242,132,0,6.16,3.68,0.0,8.0,5.38,0.0,29.0,0,Android,46.0,36.6
2006,26,Feminino,America_do_norte,Baixo,Mestrado,Meio período/Turno,5.35,112,624,110,23,4,7.25,3.03,10.46,10.0,10.0,2.3,14.0,0,Tablet,65.3,36.1
2007,22,Masculino,Europa,Medio_alto,Bacharelado,Meio período/Turno,11.83,303,1190,172,66,0,7.22,1.0,14.0,21.0,1.32,4.4,0.0,0,Laptop,65.0,82.0
2008,21,Masculino,Africa,Medio_baixo,Bacharelado,Desempregado_a_procura_de_emprego,7.96,141,316,421,0,3,6.88,3.02,2.0,11.0,1.1,8.8,41.6,0,Laptop,57.0,36.7
2009,30,Masculino,America_do_norte,Medio_alto,Mestrado,Funcionario_em_tmp_integral,14.28,317,248,126,95,3,6.6,1.0,15.0,17.0,5.01,6.1,44.0,0,iPhone,72.0,65.4
2010,40,Masculino,Europa,Medio_alto,Bacharelado,Desempregado_a_procura_de_emprego,6.47,139,159,73,213,3,6.9,1.95,4.0,11.0,6.04,4.1,65.0,0,iPhone,74.0,30.3
2011,19,Masculino,Europa,Medio_baixo,Ensino_medio,Estudante,12.23,137,309,428,16,3,3.0,1.0,18.0,24.0,10.0,0.1,28.0,1,iPhone,65.3,46.4
2012,21,Masculino,Europa,Medio_baixo,Ensino_medio,Meio período/Turno,4.53,100,257,364,122,2,6.28,3.83,2.0,6.0,1.2,2.4,28.0,0,Tablet,57.0,23.6
2013,30,Feminino,Europa,Medio_alto,Bacharelado,Funcionario_em_tmp_integral,3.68,89,439,43,8,3,8.68,4.94,5.56,4.0,1.0,8.2,28.0,0,Laptop,65.3,26.2
2014,29,Feminino,Oriente_medio,Medio_alto,Mestrado,Funcionario_em_tmp_integral,12.7,205,307,14,0,2,6.88,1.81,16.05,22.0,9.1,3.9,45.0,1,iPhone,56.0,53.9
2015,48,Feminino,America_do_norte,Baixo,Bacharelado,Funcionario_em_tmp_integral,5.52,177,741,78,0,3,4.96,2.01,2.8,7.0,9.14,8.1,0.0,0,iPhone,73.0,46.9
2016,19,Feminino,Africa,Medio_baixo,Bacharelado,Meio período/Turno,9.71,151,356,83,99,4,7.64,1.07,8.93,16.0,4.94,2.5,33.0,0,iPhone,63.0,42.4
2017,42,Feminino,Africa,Alto,Bacharelado,Funcionario_em_tmp_integral,6.78,122,165,54,0,2,7.51,1.92,8.61,7.0,1.05,8.3,63.0,1,iPhone,62.0,30.3
2018,42,Masculino,Asia,Alto,Ensino_medio,Meio período/Turno,3.51,74,431,31,76,5,10.44,3.08,3.0,5.0,4.76,8.2,34.0,0,Laptop,45.0,25.7
2019,18,Feminino,Europa,Baixo,Ensino_medio,Desempregado_a_procura_de_emprego,3.4,95,554,85,29,3,8.11,3.91,7.11,0.0,10.0,0.0,28.0,0,Tablet,71.0,27.4
2020,28,Masculino,Asia,Alto,Ensino_medio,Meio período/Turno,6.76,62,162,69,173,3,8.78,3.98,3.0,0.0,1.0,9.0,77.0,0,Laptop,53.0,36.7
2021,44,Feminino,Asia,Baixo,Doutorado,Meio período/Turno,7.29,95,270,404,0,3,4.97,1.98,8.01,6.0,2.04,9.3,29.0,0,Laptop,66.0,31.9
2022,31,Masculino,Asia,Baixo,Bacharelado,Desempregado_a_procura_de_emprego,14.69,298,127,67,139,1,5.72,1.0,21.0,19.0,10.0,5.0,75.0,1,Tablet,68.0,61.8
2023,20,Masculino,Asia,Baixo,Bacharelado,Funcionario_em_tmp_integral,9.2,176,201,89,211,1,7.64,1.8,7.0,12.0,4.32,8.3,56.0,0,Laptop,79.0,39.0
2024,21,Feminino,Europa,Baixo,Bacharelado,Funcionario_em_tmp_integral,3.54,79,73,109,134,1,6.44,2.9,2.31,6.0,7.23,2.6,41.6,0,Laptop,52.0,15.0
2025,39,Masculino,Asia,Medio_baixo,Bacharelado,Funcionario_em_tmp_integral,8.35,175,434,174,112,2,6.24,1.91,5.0,6.0,10.0,3.1,19.0,0,iPhone,35.0,45.8
2026,15,Masculino,America_do_norte,Baixo,Ensino_medio,Estudante,5.74,214,440,99,356,4,6.87,2.15,3.0,16.0,1.85,9.5,31.0,0,Laptop,67.0,40.0
2027,13,Feminino,America_do_norte,Baixo,Ensino_medio,Estudante,4.42,122,581,103,33,3,9.33,4.04,4.66,1.0,1.0,9.4,41.6,0,iPhone,83.06,32.0
2028,18,Feminino,America_do_sul,Medio_baixo,Bacharelado,Estudante,13.77,309,218,268,89,5,7.22,3.22,20.69,18.0,4.78,6.1,32.0,0,Tablet,77.0,61.4
2029,16,Masculino,Europa,Medio_baixo,Ensino_medio,Estudante,4.73,114,223,136,0,0,7.3,2.68,7.0,4.0,10.0,5.7,51.0,0,Tablet,67.0,23.7
2030,25,Feminino,Asia,Medio_alto,Mestrado,Funcionario_em_tmp_integral,3.49,113,680,124,274,3,8.56,4.0,5.03,1.0,1.15,9.6,18.0,0,Tablet,60.0,33.3
2031,16,Masculino,Africa,Medio_baixo,Ensino_medio,Estudante,7.25,153,385,74,21,2,7.74,1.87,0.0,11.0,10.0,6.3,21.0,0,Android,73.0,36.9
2032,17,Masculino,America_do_norte,Medio_baixo,Ensino_medio,Estudante,2.55,90,177,615,61,1,7.89,4.73,3.0,4.0,4.16,8.7,34.0,0,Laptop,55.0,15.7
2033,29,Feminino,Africa,Alto,Ensino_medio,Meio período/Turno,8.79,132,218,109,148,5,6.02,2.21,9.34,7.0,5.77,3.7,64.0,0,Tablet,70.0,35.8
2034,24,Feminino,Europa,Baixo,Mestrado,Funcionario_em_tmp_integral,6.92,137,1072,90,132,4,7.28,2.04,8.36,9.0,3.03,9.0,0.0,0,Tablet,70.0,53.1
2035,19,Feminino,Africa,Medio_baixo,Bacharelado,Estudante,6.95,237,268,133,142,6,6.64,2.16,6.12,6.0,7.67,0.7,68.0,0,Laptop,76.0,36.7
2036,28,Masculino,Africa,Baixo,Mestrado,Funcionario_em_tmp_integral,5.93,57,470,174,0,2,6.65,3.87,6.0,3.0,6.24,8.7,18.0,0,Laptop,92.94,28.4
2037,24,Masculino,Europa,Medio_alto,Bacharelado,Estudante,8.07,145,79,14,31,6,5.94,2.17,4.0,16.0,9.76,2.3,78.0,0,Tablet,69.0,31.2
2038,44,Feminino,Europa,Medio_alto,Ensino_medio,Funcionario_em_tmp_integral,9.43,176,281,171,24,1,7.96,2.78,8.4,12.0,10.0,8.1,36.0,0,iPhone,60.0,44.3
2039,31,Masculino,Asia,Medio_alto,Ensino_medio,Desempregado_a_procura_de_emprego,3.57,100,361,137,14,6,9.39,4.2,6.0,3.0,1.0,8.3,38.0,0,Tablet,65.0,24.7
2040,29,Masculino,America_do_norte,Medio_alto,Doutorado,Funcionario_em_tmp_integral,9.1,165,212,153,0,5,7.77,2.22,7.0,4.0,8.82,2.7,55.0,0,Laptop,65.3,39.8
2041,43,Masculino,Asia,Baixo,Bacharelado,Meio período/Turno,5.21,79,289,32,102,1,7.96,2.78,1.0,7.0,1.27,8.4,44.0,0,iPhone,58.0,26.2
2042,14,Feminino,America_do_norte,Medio_baixo,Ensino_medio,Estudante,9.1,215,396,84,53,3,7.81,1.06,8.1,15.0,4.12,7.8,33.0,0,iPhone,61.0,47.0
2043,24,Masculino,Oriente_medio,Medio_baixo,Bacharelado,Meio período/Turno,9.01,222,360,45,78,6,6.08,1.25,3.0,14.0,9.65,6.1,44.0,0,iPhone,60.0,47.4
2044,40,Masculino,Europa,Baixo,Ensino_medio,Funcionario_em_tmp_integral,10.65,225,153,417,168,4,6.21,1.07,9.0,17.0,5.91,8.7,31.0,0,iPhone,67.0,47.53
2045,33,Feminino,Africa,Medio_baixo,Mestrado,Funcionario_em_tmp_integral,7.35,163,228,199,144,6,10.29,3.25,5.19,4.0,9.72,0.0,45.0,0,Tablet,57.0,36.0
2046,31,Feminino,Asia,Medio_baixo,Ensino_medio,Funcionario_em_tmp_integral,4.8,55,553,96,0,1,7.98,3.81,6.05,0.0,10.0,2.7,20.0,0,Android,76.0,28.3
2047,22,Feminino,America_do_norte,Baixo,Bacharelado,Funcionario_em_tmp_integral,5.69,137,630,372,249,5,6.42,2.2,6.72,5.0,4.75,6.2,0.0,1,Laptop,65.0,38.8
2048,19,Masculino,Africa,Baixo,Bacharelado,Funcionario_em_tmp_integral,4.1,103,249,174,0,2,8.54,2.92,4.0,4.0,1.0,8.4,48.0,0,iPhone,65.0,22.2
2049,23,Masculino,America_do_norte,Medio_baixo,Mestrado,Estudante,9.26,233,268,234,175,3,6.16,1.0,6.0,17.0,8.1,7.4,33.0,0,Laptop,62.0,46.47
2050,25,Masculino,Africa,Baixo,Bacharelado,Funcionario_em_tmp_integral,7.73,138,141,186,41,4,8.88,2.07,2.0,6.0,1.0,9.2,69.0,0,Tablet,67.0,31.6
2051,29,Masculino,Africa,Medio_alto,Mestrado,Funcionario_em_tmp_integral,6.1,117,483,125,57,2,8.43,1.93,4.0,10.0,6.24,9.3,30.0,0,Tablet,73.0,34.8
2052,34,Feminino,Europa,Alto,Bacharelado,Funcionario_em_tmp_integral,4.72,100,177,259,236,4,8.15,2.04,4.01,4.0,1.0,9.4,41.0,0,Laptop,56.0,23.2
2053,15,Masculino,Asia,Medio_baixo,Ensino_medio,Estudante,5.42,118,198,166,116,3,6.7,1.98,4.0,9.0,9.92,0.0,82.0,0,Android,58.0,25.2
2054,34,Feminino,Oriente_medio,Medio_alto,Ensino_medio,Funcionario_em_tmp_integral,11.08,220,1091,593,158,5,7.42,1.1,9.76,14.0,8.79,8.8,0.0,1,Laptop,62.0,71.6
2055,17,Feminino,America_do_sul,Baixo,Ensino_medio,Estudante,5.11,188,367,536,47,3,5.93,2.9,6.46,8.0,10.0,3.5,2.0,0,Android,52.0,35.1
2056,38,Masculino,Europa,Alto,Bacharelado,Cuidador_Aux_servicos_domiciliares,3.61,68,1187,167,9,6,8.42,4.13,5.0,5.0,4.68,0.6,0.0,0,iPhone,57.0,43.9
2057,27,Feminino,America_do_norte,Medio_baixo,Mestrado,Funcionario_em_tmp_integral,7.09,122,664,268,0,1,6.64,1.74,4.01,4.0,4.25,7.5,0.0,0,Android,60.0,42.3
2058,33,Feminino,Africa,Medio_alto,Mestrado,Meio período/Turno,6.76,138,621,597,245,0,6.51,3.76,6.99,6.0,9.42,7.7,0.0,0,Android,74.0,36.7
2059,23,Feminino,America_do_norte,Alto,Bacharelado,Desempregado_a_procura_de_emprego,5.03,131,345,31,256,5,7.86,4.01,4.6,0.0,1.81,1.2,47.0,0,iPhone,68.0,29.6
2060,29,Feminino,Asia,Medio_alto,Ensino_medio,Meio período/Turno,3.36,61,81,22,45,5,8.33,5.0,6.19,0.0,1.75,8.1,70.0,0,Tablet,67.0,13.5
2061,18,Masculino,Asia,Medio_baixo,Bacharelado,Funcionario_em_tmp_integral,8.47,143,87,87,18,3,7.86,2.93,3.0,8.0,1.01,9.3,82.0,0,Android,74.0,31.5
2062,23,Feminino,Africa,Medio_baixo,Mestrado,Funcionario_em_tmp_integral,6.9,172,213,120,290,3,5.44,2.96,6.7,11.0,9.15,4.4,66.0,0,Android,64.0,34.2
2063,46,Masculino,Europa,Baixo,Ensino_medio,Funcionario_em_tmp_integral,5.74,117,152,96,129,2,8.35,3.8,4.0,4.0,8.28,8.9,60.0,0,Tablet,69.0,27.2
2064,36,Masculino,Asia,Medio_alto,Bacharelado,Funcionario_em_tmp_integral,1.55,17,844,16,218,3,7.85,3.99,4.0,2.0,9.88,1.2,0.0,1,Laptop,64.0,25.6
2065,37,Masculino,Oriente_medio,Alto,Mestrado,Cuidador_Aux_servicos_domiciliares,4.0,71,194,13,194,4,8.16,2.99,6.0,6.0,4.02,7.4,78.0,0,Android,68.0,19.5
2066,28,Masculino,Oriente_medio,Alto,Mestrado,Funcionario_em_tmp_integral,4.92,97,168,109,0,0,4.32,3.79,0.0,1.0,2.38,3.1,41.6,0,iPhone,59.0,22.6
2067,31,Feminino,Africa,Medio_baixo,Ensino_medio,Funcionario_em_tmp_integral,6.36,83,268,102,128,5,9.15,3.1,4.67,5.0,5.9,9.7,66.0,0,Tablet,41.0,36.7
2068,42,Masculino,Africa,Alto,Ensino_medio,Meio período/Turno,8.8,135,168,69,181,5,7.22,3.13,7.0,9.0,4.78,8.4,64.0,0,Android,64.0,36.1
2069,15,Feminino,Asia,Baixo,Ensino_medio,Estudante,10.51,266,241,280,46,3,6.05,1.0,10.91,12.0,1.0,8.1,59.0,0,Android,79.0,50.3
2070,24,Feminino,Europa,Medio_alto,Mestrado,Funcionario_em_tmp_integral,7.74,168,75,67,37,7,8.14,2.3,9.4,9.0,3.66,0.9,65.0,0,Laptop,74.0,32.2
2071,34,Feminino,Europa,Baixo,Bacharelado,Funcionario_em_tmp_integral,8.53,167,367,165,145,5,7.46,3.13,7.66,6.0,6.75,3.0,36.0,0,Laptop,75.0,42.3
2072,31,Masculino,Africa,Medio_baixo,Bacharelado,Funcionario_em_tmp_integral,3.83,97,491,20,228,7,7.98,4.27,7.0,3.0,8.5,6.2,35.0,0,iPhone,65.3,28.0
2073,23,Masculino,Asia,Medio_alto,Mestrado,Estudante,3.51,77,443,107,102,5,8.86,3.15,5.0,10.0,2.72,8.5,36.0,0,iPhone,66.0,23.9
2074,44,Masculino,Africa,Alto,Ensino_medio,Funcionario_em_tmp_integral,5.62,101,302,89,307,2,6.64,2.92,4.0,9.0,6.19,7.2,46.0,0,Tablet,67.0,29.2
2075,17,Masculino,Asia,Baixo,Ensino_medio,Estudante,8.79,205,127,64,133,0,5.11,1.69,7.0,10.0,2.37,8.0,80.0,0,iPhone,59.0,38.9
2076,26,Feminino,America_do_norte,Baixo,Mestrado,Funcionario_em_tmp_integral,4.9,152,71,593,243,4,7.27,4.08,5.61,5.0,4.0,5.6,29.0,0,Android,62.0,24.5
2077,20,Feminino,Asia,Medio_baixo,Bacharelado,Estudante,5.09,112,220,241,175,7,7.22,2.35,1.0,3.0,4.66,8.4,58.0,0,iPhone,65.3,24.5
2078,31,Masculino,Asia,Alto,Mestrado,Funcionario_em_tmp_integral,4.54,99,139,45,162,2,7.26,1.93,5.0,9.0,4.11,8.5,50.0,0,Laptop,77.0,20.9
2079,20,Feminino,America_do_norte,Medio_alto,Bacharelado,Estudante,6.78,159,863,49,211,3,5.53,3.02,3.44,7.0,6.03,3.5,0.0,0,Android,65.3,49.1
2080,35,Feminino,America_do_sul,Baixo,Bacharelado,Meio período/Turno,9.74,165,210,236,270,5,8.1,2.14,6.58,17.0,3.78,4.8,53.0,0,Tablet,60.0,41.53
2081,44,Feminino,Africa,Baixo,Mestrado,Meio período/Turno,11.49,266,72,88,159,2,5.52,1.0,16.44,23.0,7.13,5.7,61.0,0,iPhone,65.0,51.4
2082,29,Feminino,Europa,Medio_alto,Mestrado,Meio período/Turno,5.28,107,87,21,217,5,7.0,4.09,9.51,5.0,2.74,8.6,82.0,0,iPhone,71.0,22.0
2083,13,Masculino,Europa,Baixo,Ensino_medio,Estudante,14.66,269,164,188,163,2,5.6,1.0,21.0,21.0,5.18,3.6,30.0,0,Android,51.0,59.1
2084,25,Masculino,Asia,Medio_baixo,Mestrado,Funcionario_em_tmp_integral,3.46,96,857,74,33,6,7.2,4.26,4.0,1.0,1.8,8.8,0.0,0,Android,42.0,36.8
2085,20,Feminino,Africa,Medio_baixo,Bacharelado,Meio período/Turno,6.97,122,230,248,0,5,8.12,3.27,5.12,10.0,4.76,9.6,48.0,0,Tablet,59.0,30.4
2086,29,Feminino,Asia,Medio_baixo,Bacharelado,Meio período/Turno,6.19,156,449,70,197,4,9.83,5.0,9.08,0.0,1.0,6.42,41.6,0,Android,53.0,38.1
2087,23,Feminino,Asia,Baixo,Mestrado,Funcionario_em_tmp_integral,8.84,171,164,154,220,4,8.04,3.0,9.78,8.0,2.94,3.4,52.0,0,Tablet,60.0,37.6
2088,15,Feminino,Europa,Medio_baixo,Ensino_medio,Meio período/Turno,4.91,107,275,119,102,4,8.98,3.01,8.34,5.0,1.0,9.3,33.0,0,Laptop,64.0,24.8
2089,45,Feminino,Europa,Alto,Mestrado,Meio período/Turno,6.97,129,470,10,41,5,5.83,3.24,3.99,9.0,7.69,10.0,35.0,1,Tablet,60.0,39.4
2090,50,Masculino,America_do_norte,Medio_baixo,Mestrado,Cuidador_Aux_servicos_domiciliares,10.55,212,259,72,143,1,6.8,1.0,10.0,18.0,3.1,6.3,57.0,1,Tablet,80.0,49.53
2091,23,Feminino,Asia,Medio_alto,Bacharelado,Estudante,6.76,144,189,99,108,1,7.44,1.82,1.55,5.0,2.26,7.5,53.0,0,Android,68.0,36.7
2092,30,Masculino,America_do_norte,Baixo,Bacharelado,Funcionario_em_tmp_integral,7.78,188,143,132,252,7,8.85,3.24,2.0,15.0,1.0,9.1,56.0,0,Android,65.3,36.4
2093,29,Masculino,Europa,Alto,Ensino_medio,Funcionario_em_tmp_integral,4.37,102,238,8,160,3,7.66,3.05,3.0,5.0,2.98,8.9,66.0,0,Android,71.0,23.3
2094,25,Masculino,Asia,Medio_alto,Mestrado,Estudante,7.27,118,315,33,166,5,8.2,3.16,3.0,8.0,3.96,5.9,46.0,0,iPhone,65.3,33.6
2095,16,Masculino,Oriente_medio,Baixo,Ensino_medio,Estudante,8.8,239,259,70,189,7,6.88,2.25,2.0,12.0,7.67,8.3,63.0,0,iPhone,75.0,44.7
2096,22,Masculino,Oriente_medio,Baixo,Bacharelado,Estudante,4.06,123,295,48,215,4,6.38,2.0,5.0,8.0,5.86,9.4,63.0,0,iPhone,64.0,25.3
2097,18,Feminino,Asia,Medio_baixo,Bacharelado,Estudante,4.62,123,125,387,260,4,8.24,5.0,11.02,0.0,2.93,8.2,69.0,0,Tablet,72.0,21.7
2098,23,Feminino,America_do_norte,Medio_baixo,Bacharelado,Funcionario_em_tmp_integral,5.15,101,145,195,123,3,8.35,2.98,7.94,5.0,2.24,9.8,68.0,0,iPhone,54.0,22.6
2099,29,Feminino,Africa,Medio_alto,Ensino_medio,Funcionario_em_tmp_integral,4.98,106,356,117,176,3,7.42,3.01,3.98,8.0,8.94,0.0,41.6,1,iPhone,49.0,28.7
2100,34,Masculino,Africa,Medio_alto,Bacharelado,Funcionario_em_tmp_integral,6.76,147,509,225,199,1,5.82,2.84,4.0,11.0,3.29,9.0,41.6,0,Laptop,73.0,36.7
2101,31,Feminino,Europa,Medio_alto,Ensino_medio,Funcionario_em_tmp_integral,4.06,49,61,103,0,1,10.39,3.8,7.0,3.0,4.22,9.5,87.06,0,iPhone,69.0,13.8
2102,50,Feminino,Africa,Baixo,Ensino_medio,Meio período/Turno,6.69,61,102,212,5,2,7.41,2.86,8.84,6.0,1.0,8.2,49.0,0,iPhone,56.0,24.2
2103,24,Masculino,Europa,Baixo,Mestrado,Estudante,4.02,64,249,46,0,4,7.98,3.04,4.0,6.0,3.03,10.0,47.0,0,Tablet,56.0,19.5
